"COUNTRY","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2002","2002","HA","Hectares","3","Thousands",,,9455,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2003","2003","HA","Hectares","3","Thousands",,,9537,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2004","2004","HA","Hectares","3","Thousands",,,9795.6,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2005","2005","HA","Hectares","3","Thousands",,,10054.1,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2006","2006","HA","Hectares","3","Thousands",,,10078,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2007","2007","HA","Hectares","3","Thousands",,,10062.6,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2008","2008","HA","Hectares","3","Thousands",,,10240.8,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2009","2009","HA","Hectares","3","Thousands",,,10292,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2010","2010","HA","Hectares","3","Thousands",,,10760.1,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2011","2011","HA","Hectares","3","Thousands",,,10768.6,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2012","2012","HA","Hectares","3","Thousands",,,10793.3,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2013","2013","HA","Hectares","3","Thousands",,,10852.8,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2014","2014","HA","Hectares","3","Thousands",,,10873.7,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2015","2015","HA","Hectares","3","Thousands",,,12147.8,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2016","2016","HA","Hectares","3","Thousands",,,12172.2,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2017","2017","HA","Hectares","3","Thousands",,,12168.8,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2018","2018","HA","Hectares","3","Thousands",,,12140.5,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2019","2019","HA","Hectares","3","Thousands",,,12388,,
"VNM","Viet Nam","TOTAGR_LAND","Total Agricultural Land area","2020","2020","HA","Hectares","3","Thousands",,,12360,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1990","1990","HA","Hectares","3","Thousands",,,6384,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1991","1991","HA","Hectares","3","Thousands",,,6425,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1992","1992","HA","Hectares","3","Thousands",,,6697,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1993","1993","HA","Hectares","3","Thousands",,,6759,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1994","1994","HA","Hectares","3","Thousands",,,6812,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1995","1995","HA","Hectares","3","Thousands",,,6751,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1996","1996","HA","Hectares","3","Thousands",,,7004,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1997","1997","HA","Hectares","3","Thousands",,,7202,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1998","1998","HA","Hectares","3","Thousands",,,7413,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1999","1999","HA","Hectares","3","Thousands",,,7771,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2000","2000","HA","Hectares","3","Thousands",,,8138,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2001","2001","HA","Hectares","3","Thousands",,,8841,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2002","2002","HA","Hectares","3","Thousands",,,8813,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2003","2003","HA","Hectares","3","Thousands",,,8895,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2004","2004","HA","Hectares","3","Thousands",,,9153.6,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2005","2005","HA","Hectares","3","Thousands",,,9412.1,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2006","2006","HA","Hectares","3","Thousands",,,9436,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2007","2007","HA","Hectares","3","Thousands",,,9420.6,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2008","2008","HA","Hectares","3","Thousands",,,9598.8,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2009","2009","HA","Hectares","3","Thousands",,,9650,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2010","2010","HA","Hectares","3","Thousands",,,10118.1,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2011","2011","HA","Hectares","3","Thousands",,,10126.6,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2012","2012","HA","Hectares","3","Thousands",,,10151.3,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2013","2013","HA","Hectares","3","Thousands",,,10210.8,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2014","2014","HA","Hectares","3","Thousands",,,10231.7,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2015","2015","HA","Hectares","3","Thousands",,,11505.8,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2016","2016","HA","Hectares","3","Thousands",,,11530.2,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2017","2017","HA","Hectares","3","Thousands",,,11526.8,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2018","2018","HA","Hectares","3","Thousands",,,11498.5,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2019","2019","HA","Hectares","3","Thousands",,,11746,,
"VNM","Viet Nam","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2020","2020","HA","Hectares","3","Thousands",,,11718,,
"VNM","Viet Nam","ARABLELAND","Arable Land","1990","1990","HA","Hectares","3","Thousands",,,5339,,
"VNM","Viet Nam","ARABLELAND","Arable Land","1991","1991","HA","Hectares","3","Thousands",,,5368,,
"VNM","Viet Nam","ARABLELAND","Arable Land","1992","1992","HA","Hectares","3","Thousands",,,5506,,
"VNM","Viet Nam","ARABLELAND","Arable Land","1993","1993","HA","Hectares","3","Thousands",,,5516,,
"VNM","Viet Nam","ARABLELAND","Arable Land","1994","1994","HA","Hectares","3","Thousands",,,5464,,
"VNM","Viet Nam","ARABLELAND","Arable Land","1995","1995","HA","Hectares","3","Thousands",,,5403,,
"VNM","Viet Nam","ARABLELAND","Arable Land","1996","1996","HA","Hectares","3","Thousands",,,5554,,
"VNM","Viet Nam","ARABLELAND","Arable Land","1997","1997","HA","Hectares","3","Thousands",,,5668,,
"VNM","Viet Nam","ARABLELAND","Arable Land","1998","1998","HA","Hectares","3","Thousands",,,5763,,
"VNM","Viet Nam","ARABLELAND","Arable Land","1999","1999","HA","Hectares","3","Thousands",,,6000,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2000","2000","HA","Hectares","3","Thousands",,,6200,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2001","2001","HA","Hectares","3","Thousands",,,6649,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2002","2002","HA","Hectares","3","Thousands",,,6600,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2003","2003","HA","Hectares","3","Thousands",,,6581,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2004","2004","HA","Hectares","3","Thousands",,,6469.5,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2005","2005","HA","Hectares","3","Thousands",,,6358,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2006","2006","HA","Hectares","3","Thousands",,,6348,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2007","2007","HA","Hectares","3","Thousands",,,6309.6,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2008","2008","HA","Hectares","3","Thousands",,,6282.5,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2009","2009","HA","Hectares","3","Thousands",,,6300,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2010","2010","HA","Hectares","3","Thousands",,,6437.4,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2011","2011","HA","Hectares","3","Thousands",,,6437.6,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2012","2012","HA","Hectares","3","Thousands",,,6401.3,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2013","2013","HA","Hectares","3","Thousands",,,6422.8,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2014","2014","HA","Hectares","3","Thousands",,,6409.5,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2015","2015","HA","Hectares","3","Thousands",,,7002.8,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2016","2016","HA","Hectares","3","Thousands",,,6998,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2017","2017","HA","Hectares","3","Thousands",,,6988.3,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2018","2018","HA","Hectares","3","Thousands",,,6952.1,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2019","2019","HA","Hectares","3","Thousands",,,6784,,
"VNM","Viet Nam","ARABLELAND","Arable Land","2020","2020","HA","Hectares","3","Thousands",,,6787,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","1990","1990","HA","Hectares","3","Thousands",,,1045,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","1991","1991","HA","Hectares","3","Thousands",,,1057,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","1992","1992","HA","Hectares","3","Thousands",,,1191,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","1993","1993","HA","Hectares","3","Thousands",,,1243,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","1994","1994","HA","Hectares","3","Thousands",,,1348,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","1995","1995","HA","Hectares","3","Thousands",,,1348,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","1996","1996","HA","Hectares","3","Thousands",,,1450,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","1997","1997","HA","Hectares","3","Thousands",,,1534,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","1998","1998","HA","Hectares","3","Thousands",,,1650,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","1999","1999","HA","Hectares","3","Thousands",,,1771,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2000","2000","HA","Hectares","3","Thousands",,,1938,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2001","2001","HA","Hectares","3","Thousands",,,2192,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2002","2002","HA","Hectares","3","Thousands",,,2213,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2003","2003","HA","Hectares","3","Thousands",,,2314,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2004","2004","HA","Hectares","3","Thousands",,,2684.1,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2005","2005","HA","Hectares","3","Thousands",,,3054.1,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2006","2006","HA","Hectares","3","Thousands",,,3088,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2007","2007","HA","Hectares","3","Thousands",,,3111,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2008","2008","HA","Hectares","3","Thousands",,,3316.3,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2009","2009","HA","Hectares","3","Thousands",,,3350,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2010","2010","HA","Hectares","3","Thousands",,,3680.7,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2011","2011","HA","Hectares","3","Thousands",,,3689,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2012","2012","HA","Hectares","3","Thousands",,,3750,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2013","2013","HA","Hectares","3","Thousands",,,3788,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2014","2014","HA","Hectares","3","Thousands",,,3822.2,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2015","2015","HA","Hectares","3","Thousands",,,4503,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2016","2016","HA","Hectares","3","Thousands",,,4532.2,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2017","2017","HA","Hectares","3","Thousands",,,4538.5,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2018","2018","HA","Hectares","3","Thousands",,,4546.4,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2019","2019","HA","Hectares","3","Thousands",,,4962,,
"VNM","Viet Nam","PERMANENTCROPS","Permanent Crops","2020","2020","HA","Hectares","3","Thousands",,,4931,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","1990","1990","HA","Hectares","3","Thousands",,,342,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","1991","1991","HA","Hectares","3","Thousands",,,326,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","1992","1992","HA","Hectares","3","Thousands",,,328,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","1993","1993","HA","Hectares","3","Thousands",,,328,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","1994","1994","HA","Hectares","3","Thousands",,,328,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","1995","1995","HA","Hectares","3","Thousands",,,328,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","1996","1996","HA","Hectares","3","Thousands",,,678,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","1997","1997","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","1998","1998","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","1999","1999","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2000","2000","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2001","2001","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2002","2002","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2003","2003","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2004","2004","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2005","2005","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2006","2006","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2007","2007","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2008","2008","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2009","2009","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2010","2010","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2011","2011","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2012","2012","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2013","2013","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2014","2014","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2015","2015","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2016","2016","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2017","2017","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2018","2018","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2019","2019","HA","Hectares","3","Thousands",,,642,,
"VNM","Viet Nam","PERMANENTPASTURE","Permanent Pasture","2020","2020","HA","Hectares","3","Thousands",,,642,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2005","2005","HA","Hectares","0","Units",,,342,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2006","2006","HA","Hectares","0","Units",,,947,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2007","2007","HA","Hectares","0","Units",,,2685,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2008","2008","HA","Hectares","0","Units",,,3165,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2009","2009","HA","Hectares","0","Units",,,0,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2010","2010","HA","Hectares","0","Units",,,15,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2011","2011","HA","Hectares","0","Units",,,2,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2012","2012","HA","Hectares","0","Units",,,0,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2013","2013","HA","Hectares","0","Units",,,0,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2014","2014","HA","Hectares","0","Units",,,0,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2015","2015","HA","Hectares","0","Units",,,0,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2016","2016","HA","Hectares","0","Units",,,0,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2017","2017","HA","Hectares","0","Units",,,0,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2018","2018","HA","Hectares","0","Units",,,0,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2019","2019","HA","Hectares","0","Units",,,0,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2020","2020","HA","Hectares","0","Units",,,0,,
"DEU","Germany","TRANSGENIC_CROP","Transgenic crops","2021","2021","HA","Hectares","0","Units",,,0,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2003","2003","HA","Hectares","0","Units",,,3000000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2004","2004","HA","Hectares","0","Units",,,5000000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2005","2005","HA","Hectares","0","Units",,,9400000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2006","2006","HA","Hectares","0","Units",,,11500000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2007","2007","HA","Hectares","0","Units",,,15000000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2008","2008","HA","Hectares","0","Units",,,15800000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2009","2009","HA","Hectares","0","Units",,,21400000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2010","2010","HA","Hectares","0","Units",,,25400000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2011","2011","HA","Hectares","0","Units",,,30300000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2012","2012","HA","Hectares","0","Units",,,36600000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2013","2013","HA","Hectares","0","Units",,,40300000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2014","2014","HA","Hectares","0","Units",,,42200000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2015","2015","HA","Hectares","0","Units",,,44200000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2016","2016","HA","Hectares","0","Units",,,49100000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2017","2017","HA","Hectares","0","Units",,,50200000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2018","2018","HA","Hectares","0","Units",,,51300000,,
"BRA","Brazil","TRANSGENIC_CROP","Transgenic crops","2019","2019","HA","Hectares","0","Units",,,52800000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2003","2003","HA","Hectares","0","Units",,,2800000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2004","2004","HA","Hectares","0","Units",,,3700000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2005","2005","HA","Hectares","0","Units",,,3300000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2006","2006","HA","Hectares","0","Units",,,3500000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2007","2007","HA","Hectares","0","Units",,,3800000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2008","2008","HA","Hectares","0","Units",,,3800000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2009","2009","HA","Hectares","0","Units",,,3700000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2010","2010","HA","Hectares","0","Units",,,3500000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2011","2011","HA","Hectares","0","Units",,,3900000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2012","2012","HA","Hectares","0","Units",,,4000000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2013","2013","HA","Hectares","0","Units",,,4200000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2014","2014","HA","Hectares","0","Units",,,3900000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2015","2015","HA","Hectares","0","Units",,,3700000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2016","2016","HA","Hectares","0","Units",,,2800000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2017","2017","HA","Hectares","0","Units",,,2800000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2018","2018","HA","Hectares","0","Units",,,2900000,,
"CHN","China (People's Republic of)","TRANSGENIC_CROP","Transgenic crops","2019","2019","HA","Hectares","0","Units",,,3200000,,
"COL","Colombia","TRANSGENIC_CROP","Transgenic crops","2013","2013","HA","Hectares","0","Units",,,100000,,
"COL","Colombia","TRANSGENIC_CROP","Transgenic crops","2014","2014","HA","Hectares","0","Units",,,100000,,
"COL","Colombia","TRANSGENIC_CROP","Transgenic crops","2015","2015","HA","Hectares","0","Units",,,100000,,
"COL","Colombia","TRANSGENIC_CROP","Transgenic crops","2016","2016","HA","Hectares","0","Units",,,100000,,
"COL","Colombia","TRANSGENIC_CROP","Transgenic crops","2017","2017","HA","Hectares","0","Units",,,100000,,
"COL","Colombia","TRANSGENIC_CROP","Transgenic crops","2018","2018","HA","Hectares","0","Units",,,100000,,
"COL","Colombia","TRANSGENIC_CROP","Transgenic crops","2019","2019","HA","Hectares","0","Units",,,100000,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","1993","1993","HA","Hectares","0","Units",,,4.1,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","1994","1994","HA","Hectares","0","Units",,,0,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","1995","1995","HA","Hectares","0","Units",,,25.6,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","1996","1996","HA","Hectares","0","Units",,,223.1,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","1997","1997","HA","Hectares","0","Units",,,60,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","1998","1998","HA","Hectares","0","Units",,,162,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","1999","1999","HA","Hectares","0","Units",,,167.5,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2000","2000","HA","Hectares","0","Units",,,112.9,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2001","2001","HA","Hectares","0","Units",,,111.7,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2002","2002","HA","Hectares","0","Units",,,299.1,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2003","2003","HA","Hectares","0","Units",,,585,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2004","2004","HA","Hectares","0","Units",,,627.5,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2005","2005","HA","Hectares","0","Units",,,1443.82,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2006","2006","HA","Hectares","0","Units",,,969.91,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2007","2007","HA","Hectares","0","Units",,,1289.24,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2008","2008","HA","Hectares","0","Units",,,1698.9,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2009","2009","HA","Hectares","0","Units",,,1697.84,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2010","2010","HA","Hectares","0","Units",,,412.6,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2011","2011","HA","Hectares","0","Units",,,443.6,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2012","2012","HA","Hectares","0","Units",,,289.84,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2013","2013","HA","Hectares","0","Units",,,373.7,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2014","2014","HA","Hectares","0","Units",,,278.35,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2015","2015","HA","Hectares","0","Units",,,408.45,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2016","2016","HA","Hectares","0","Units",,,190.01,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2017","2017","HA","Hectares","0","Units",,,360.13,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2018","2018","HA","Hectares","0","Units",,,139.15,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2019","2019","HA","Hectares","0","Units",,,209.28,,
"CRI","Costa Rica","TRANSGENIC_CROP","Transgenic crops","2020","2020","HA","Hectares","0","Units",,,342.69,,
