"COUNTRY","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","TOTAGR_LAND","Total Agricultural Land area","2018","2018","HA","Hectares","3","Thousands",,,5288.05,,
"GRC","Greece","TOTAGR_LAND","Total Agricultural Land area","2019","2019","HA","Hectares","3","Thousands",,,5153.38,,
"GRC","Greece","TOTAGR_LAND","Total Agricultural Land area","2020","2020","HA","Hectares","3","Thousands",,,5267.52,,
"GRC","Greece","TOTAGR_LAND","Total Agricultural Land area","2021","2021","HA","Hectares","3","Thousands",,,5137.04,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1990","1990","HA","Hectares","3","Thousands",,,3161,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1991","1991","HA","Hectares","3","Thousands",,,3263.8,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1992","1992","HA","Hectares","3","Thousands",,,3179.9,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1993","1993","HA","Hectares","3","Thousands",,,3142.9,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1994","1994","HA","Hectares","3","Thousands",,,3156.4,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1995","1995","HA","Hectares","3","Thousands",,,3096.3,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1996","1996","HA","Hectares","3","Thousands",,,3081.7,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1997","1997","HA","Hectares","3","Thousands",,,3067.4,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1998","1998","HA","Hectares","3","Thousands",,,2885.4,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1999","1999","HA","Hectares","3","Thousands",,,2578,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2000","2000","HA","Hectares","3","Thousands",,,2539.42,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2001","2001","HA","Hectares","3","Thousands",,,2410.74,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2002","2002","HA","Hectares","3","Thousands",,,2408.52,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2003","2003","HA","Hectares","3","Thousands",,,2318.37,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2004","2004","HA","Hectares","3","Thousands",,,2237.63,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2005","2005","HA","Hectares","3","Thousands",,,2054.89,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2006","2006","HA","Hectares","3","Thousands",,,1982.99,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2007","2007","HA","Hectares","3","Thousands",,,1879.31,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2008","2008","HA","Hectares","3","Thousands",,,1943.06,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2009","2009","HA","Hectares","3","Thousands",,,1910.56,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2010","2010","HA","Hectares","3","Thousands",,,1861.33,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2011","2011","HA","Hectares","3","Thousands",,,1848.97,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2012","2012","HA","Hectares","3","Thousands",,,1856.12,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2013","2013","HA","Hectares","3","Thousands",,,1901.58,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2014","2014","HA","Hectares","3","Thousands",,,1862.99,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2015","2015","HA","Hectares","3","Thousands",,,1838.2,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2016","2016","HA","Hectares","3","Thousands",,,1761.1,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2017","2017","HA","Hectares","3","Thousands",,,1773.6,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2018","2018","HA","Hectares","3","Thousands",,,1760.36,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2019","2019","HA","Hectares","3","Thousands",,,1875.9,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2020","2020","HA","Hectares","3","Thousands",,,1857.09,,
"PRT","Portugal","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2021","2021","HA","Hectares","3","Thousands",,,1850.01,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","1990","1990","HA","Hectares","3","Thousands",,,90,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","1991","1991","HA","Hectares","3","Thousands",,,90,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","1992","1992","HA","Hectares","3","Thousands",,,88,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","1993","1993","HA","Hectares","3","Thousands",,,76,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","1994","1994","HA","Hectares","3","Thousands",,,69,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","1995","1995","HA","Hectares","3","Thousands",,,66,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","1996","1996","HA","Hectares","3","Thousands",,,63,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","1997","1997","HA","Hectares","3","Thousands",,,63,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","1998","1998","HA","Hectares","3","Thousands",,,56.705,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","1999","1999","HA","Hectares","3","Thousands",,,53.783,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2000","2000","HA","Hectares","3","Thousands",,,51.87,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2001","2001","HA","Hectares","3","Thousands",,,50.367,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2002","2002","HA","Hectares","3","Thousands",,,48.143,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2003","2003","HA","Hectares","3","Thousands",,,46.546,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2004","2004","HA","Hectares","3","Thousands",,,45.084,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2005","2005","HA","Hectares","3","Thousands",,,44,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2006","2006","HA","Hectares","3","Thousands",,,42,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2007","2007","HA","Hectares","3","Thousands",,,41,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2008","2008","HA","Hectares","3","Thousands",,,41,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2009","2009","HA","Hectares","3","Thousands",,,40,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2010","2010","HA","Hectares","3","Thousands",,,39,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2011","2011","HA","Hectares","3","Thousands",,,39,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2012","2012","HA","Hectares","3","Thousands",,,38,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2013","2013","HA","Hectares","3","Thousands",,,37,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2014","2014","HA","Hectares","3","Thousands",,,36,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2015","2015","HA","Hectares","3","Thousands",,,35,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2016","2016","HA","Hectares","3","Thousands",,,34.452,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2017","2017","HA","Hectares","3","Thousands",,,33.992,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2018","2018","HA","Hectares","3","Thousands",,,33.496,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2019","2019","HA","Hectares","3","Thousands",,,32.788,,
"KOR","Korea","PERMANENTPASTURE","Permanent Pasture","2020","2020","HA","Hectares","3","Thousands",,,32.556,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","1990","1990","HA","Hectares","3","Thousands",,,15.7,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","1991","1991","HA","Hectares","3","Thousands",,,16.5,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","1992","1992","HA","Hectares","3","Thousands",,,17.4,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","1993","1993","HA","Hectares","3","Thousands",,,18,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","1994","1994","HA","Hectares","3","Thousands",,,18.7,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","1995","1995","HA","Hectares","3","Thousands",,,18.6,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","1996","1996","HA","Hectares","3","Thousands",,,19.1,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","1997","1997","HA","Hectares","3","Thousands",,,19.5,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","1998","1998","HA","Hectares","3","Thousands",,,20.6,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","1999","1999","HA","Hectares","3","Thousands",,,20.8,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2000","2000","HA","Hectares","3","Thousands",,,20.6,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2001","2001","HA","Hectares","3","Thousands",,,20.8,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2002","2002","HA","Hectares","3","Thousands",,,21.1,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2003","2003","HA","Hectares","3","Thousands",,,21.2,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2004","2004","HA","Hectares","3","Thousands",,,21.4,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2005","2005","HA","Hectares","3","Thousands",,,21.1,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2006","2006","HA","Hectares","3","Thousands",,,21,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2007","2007","HA","Hectares","3","Thousands",,,21,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2008","2008","HA","Hectares","3","Thousands",,,21.3,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2009","2009","HA","Hectares","3","Thousands",,,21.6,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2010","2010","HA","Hectares","3","Thousands",,,18.23,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2011","2011","HA","Hectares","3","Thousands",,,18.1,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2012","2012","HA","Hectares","3","Thousands",,,18.19,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2013","2013","HA","Hectares","3","Thousands",,,18.42,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2014","2014","HA","Hectares","3","Thousands",,,18.49,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2015","2015","HA","Hectares","3","Thousands",,,18.55,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2016","2016","HA","Hectares","3","Thousands",,,19.11,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2017","2017","HA","Hectares","3","Thousands",,,19.4,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2018","2018","HA","Hectares","3","Thousands",,,19.62,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2019","2019","HA","Hectares","3","Thousands",,,19.69,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2020","2020","HA","Hectares","3","Thousands",,,21.62,,
"BEL","Belgium","PERMANENTCROPS","Permanent Crops","2021","2021","HA","Hectares","3","Thousands",,,21.62,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","1990","1990","HA","Hectares","0","Units",,,3700,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","1991","1991","HA","Hectares","0","Units",,,3800,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","1992","1992","HA","Hectares","0","Units",,,3823,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","1993","1993","HA","Hectares","0","Units",,,5101,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","1994","1994","HA","Hectares","0","Units",,,5557,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","1995","1995","HA","Hectares","0","Units",,,6457,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","1996","1996","HA","Hectares","0","Units",,,11104,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2002","2002","HA","Hectares","0","Units",,,29754,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2003","2003","HA","Hectares","0","Units",,,28514,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2004","2004","HA","Hectares","0","Units",,,30670,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2005","2005","HA","Hectares","0","Units",,,34912,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2006","2006","HA","Hectares","0","Units",,,37246,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2007","2007","HA","Hectares","0","Units",,,41122,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2008","2008","HA","Hectares","0","Units",,,42816,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2009","2009","HA","Hectares","0","Units",,,47864,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2010","2010","HA","Hectares","0","Units",,,47864,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2011","2011","HA","Hectares","0","Units",,,47864,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2012","2012","HA","Hectares","0","Units",,,52793,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2013","2013","HA","Hectares","0","Units",,,53812,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2014","2014","HA","Hectares","0","Units",,,51871,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2015","2015","HA","Hectares","0","Units",,,73037,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2016","2016","HA","Hectares","0","Units",,,76701,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2017","2017","HA","Hectares","0","Units",,,74336,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2018","2018","HA","Hectares","0","Units",,,74307,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2019","2019","HA","Hectares","0","Units",,,73952,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2020","2020","HA","Hectares","0","Units",,,74666,,
"IRL","Ireland","ORGANIC_FARMING","Organic farming","2021","2021","HA","Hectares","0","Units",,,86868,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","1990","1990","HA","Hectares","3","Thousands",,,475.1,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","1991","1991","HA","Hectares","3","Thousands",,,464.4,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","1992","1992","HA","Hectares","3","Thousands",,,451.4,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","1993","1993","HA","Hectares","3","Thousands",,,439.1,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","1994","1994","HA","Hectares","3","Thousands",,,422.6,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","1995","1995","HA","Hectares","3","Thousands",,,407.6,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","1996","1996","HA","Hectares","3","Thousands",,,392.4,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","1997","1997","HA","Hectares","3","Thousands",,,379.9,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","1998","1998","HA","Hectares","3","Thousands",,,370.3,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","1999","1999","HA","Hectares","3","Thousands",,,362.7,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2000","2000","HA","Hectares","3","Thousands",,,356.4,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2001","2001","HA","Hectares","3","Thousands",,,349.3,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2002","2002","HA","Hectares","3","Thousands",,,343.7,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2003","2003","HA","Hectares","3","Thousands",,,339.2,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2004","2004","HA","Hectares","3","Thousands",,,335,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2005","2005","HA","Hectares","3","Thousands",,,332.3,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2006","2006","HA","Hectares","3","Thousands",,,328.3,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2007","2007","HA","Hectares","3","Thousands",,,323.9,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2008","2008","HA","Hectares","3","Thousands",,,319.7,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2009","2009","HA","Hectares","3","Thousands",,,314.7,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2010","2010","HA","Hectares","3","Thousands",,,310.6,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2011","2011","HA","Hectares","3","Thousands",,,306.7,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2012","2012","HA","Hectares","3","Thousands",,,303.2,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2013","2013","HA","Hectares","3","Thousands",,,299.5,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2014","2014","HA","Hectares","3","Thousands",,,295.6,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2015","2015","HA","Hectares","3","Thousands",,,291.4,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2016","2016","HA","Hectares","3","Thousands",,,287.1,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2017","2017","HA","Hectares","3","Thousands",,,282.7,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2018","2018","HA","Hectares","3","Thousands",,,277.6,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2019","2019","HA","Hectares","3","Thousands",,,273.1,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2020","2020","HA","Hectares","3","Thousands",,,268.1,,
"JPN","Japan","PERMANENTCROPS","Permanent Crops","2021","2021","HA","Hectares","3","Thousands",,,263.2,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","1993","1993","HA","Hectares","0","Units",,,11675,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","1998","1998","HA","Hectares","0","Units",,,269465,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","1999","1999","HA","Hectares","0","Units",,,352164,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2000","2000","HA","Hectares","0","Units",,,380920,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2001","2001","HA","Hectares","0","Units",,,485079,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2002","2002","HA","Hectares","0","Units",,,665055,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2003","2003","HA","Hectares","0","Units",,,725254,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2004","2004","HA","Hectares","0","Units",,,733182,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2005","2005","HA","Hectares","0","Units",,,807569,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2006","2006","HA","Hectares","0","Units",,,926390,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2007","2007","HA","Hectares","0","Units",,,988323,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2008","2008","HA","Hectares","0","Units",,,1317539,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2009","2009","HA","Hectares","0","Units",,,1602871,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2010","2010","HA","Hectares","0","Units",,,1615047,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2011","2011","HA","Hectares","0","Units",,,1803661,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2012","2012","HA","Hectares","0","Units",,,1756548,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2013","2013","HA","Hectares","0","Units",,,1610129,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2014","2014","HA","Hectares","0","Units",,,1710475,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2015","2015","HA","Hectares","0","Units",,,1968570,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2016","2016","HA","Hectares","0","Units",,,2018802,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2017","2017","HA","Hectares","0","Units",,,2082173,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2018","2018","HA","Hectares","0","Units",,,2246475,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2019","2019","HA","Hectares","0","Units",,,2354916,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2020","2020","HA","Hectares","0","Units",,,2437891,,
"ESP","Spain","ORGANIC_FARMING","Organic farming","2021","2021","HA","Hectares","0","Units",,,2799152,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1990","1990","HA","Hectares","3","Thousands",,,12251.2,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1991","1991","HA","Hectares","3","Thousands",,,11807,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1992","1992","HA","Hectares","3","Thousands",,,11707.5,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1993","1993","HA","Hectares","3","Thousands",,,11968.1,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1994","1994","HA","Hectares","3","Thousands",,,12083.5,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1995","1995","HA","Hectares","3","Thousands",,,12062.2,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1996","1996","HA","Hectares","3","Thousands",,,12377.1,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1997","1997","HA","Hectares","3","Thousands",,,12370,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1998","1998","HA","Hectares","3","Thousands",,,12432.5,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1999","1999","HA","Hectares","3","Thousands",,,12037.8,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2000","2000","HA","Hectares","3","Thousands",,,12016.4,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2001","2001","HA","Hectares","3","Thousands",,,12025.8,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2002","2002","HA","Hectares","3","Thousands",,,12004.6,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2003","2003","HA","Hectares","3","Thousands",,,12039.7,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2004","2004","HA","Hectares","3","Thousands",,,12107.1,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2005","2005","HA","Hectares","3","Thousands",,,12106.2,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2006","2006","HA","Hectares","3","Thousands",,,12069.3,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2007","2007","HA","Hectares","3","Thousands",,,12079.5,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2008","2008","HA","Hectares","3","Thousands",,,12137.1,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2009","2009","HA","Hectares","3","Thousands",,,12148.2,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2010","2010","HA","Hectares","3","Thousands",,,12049.36,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2011","2011","HA","Hectares","3","Thousands",,,12077.3,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2012","2012","HA","Hectares","3","Thousands",,,12036.5,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2013","2013","HA","Hectares","3","Thousands",,,12078.6,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2014","2014","HA","Hectares","3","Thousands",,,12074.2,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2015","2015","HA","Hectares","3","Thousands",,,12053.5,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2016","2016","HA","Hectares","3","Thousands",,,11964.4,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2017","2017","HA","Hectares","3","Thousands",,,11972.3,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2018","2018","HA","Hectares","3","Thousands",,,11931.7,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2019","2019","HA","Hectares","3","Thousands",,,11914.6,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2020","2020","HA","Hectares","3","Thousands",,,11864.7,,
"DEU","Germany","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2021","2021","HA","Hectares","3","Thousands",,,11861.8,,
"NLD","Netherlands","ARABLELAND","Arable Land","1990","1990","HA","Hectares","3","Thousands",,,924.4,,
"NLD","Netherlands","ARABLELAND","Arable Land","1991","1991","HA","Hectares","3","Thousands",,,892.3,,
"NLD","Netherlands","ARABLELAND","Arable Land","1992","1992","HA","Hectares","3","Thousands",,,900.2,,
"NLD","Netherlands","ARABLELAND","Arable Land","1993","1993","HA","Hectares","3","Thousands",,,902.3,,
"NLD","Netherlands","ARABLELAND","Arable Land","1994","1994","HA","Hectares","3","Thousands",,,903.3,,
"NLD","Netherlands","ARABLELAND","Arable Land","1995","1995","HA","Hectares","3","Thousands",,,919,,
"NLD","Netherlands","ARABLELAND","Arable Land","1996","1996","HA","Hectares","3","Thousands",,,927.1,,
"NLD","Netherlands","ARABLELAND","Arable Land","1997","1997","HA","Hectares","3","Thousands",,,971.2,,
"NLD","Netherlands","ARABLELAND","Arable Land","1998","1998","HA","Hectares","3","Thousands",,,929.9,,
"NLD","Netherlands","ARABLELAND","Arable Land","1999","1999","HA","Hectares","3","Thousands",,,1011.4,,
"NLD","Netherlands","ARABLELAND","Arable Land","2000","2000","HA","Hectares","3","Thousands",,,1022.7,,
"NLD","Netherlands","ARABLELAND","Arable Land","2001","2001","HA","Hectares","3","Thousands",,,1008.8,,
"NLD","Netherlands","ARABLELAND","Arable Land","2002","2002","HA","Hectares","3","Thousands",,,1015.2,,
"NLD","Netherlands","ARABLELAND","Arable Land","2003","2003","HA","Hectares","3","Thousands",,,1091.1,,
"NLD","Netherlands","ARABLELAND","Arable Land","2004","2004","HA","Hectares","3","Thousands",,,1120.6,,
"NLD","Netherlands","ARABLELAND","Arable Land","2005","2005","HA","Hectares","3","Thousands",,,1103.3,,
"NLD","Netherlands","ARABLELAND","Arable Land","2006","2006","HA","Hectares","3","Thousands",,,1058.1,,
